EC-Lab ASCII FILE
Nb header lines : 61                          

Linear Sweep Voltammetry

Run on channel : 1 (SN 1340)
User : 
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -5.00 V, max = 5.00 V
Ewe,I filtering : <None>
Channel : Grounded
Acquisition started on : 03/11/2026 19:05:07.049
Technique started on : 03/11/2026 19:05:09.869
Loaded Setting File :  NONE
Saved on :
	File : X225_N52magA_up_3_11_02_LSV_C01.mpr
	Directory : C:\Users\volt\Documents\Platalytix\
	Host : 172.28.65.128
Device : SP-200 (SN 0262)
Address : USB
EC-LAB for windows v11.60 (software)
Internet server v11.60 (firmware)
Command interpretor v11.60 (firmware)
Electrode material : Pt22.5Pd22.5Ni22.5Co22.5Cr10
Initial state : 
Electrolyte : KOH (1M)
Comments : With magnet side A (+), up position
Cable : standard
Reference electrode : Hg/HgO (0.140 V)
Electrode surface area : 1.000 cm²
Characteristic mass : 0.001 g
Equivalent Weight : 0.000 g/eq.
Density : 0.000 g/cm3
Volume (V) : 0.001 cm³
Cycle Definition : Charge/Discharge alternance
tR (h:m:s)          0:00:5.0000         
dER/dt (mV/h)       0.0                 
dER (mV)            0                   
dtR (s)             0.0000              
dE/dt               10.000              
dE/dt unit          mV/s                
Ei (V)              -0.200              
vs.                 Ref                 
EL (V)              -2.500              
vs.                 Ref                 
record              <I>                 
dI                  0.000               
unit dI             µA                  
tI (s)              0.0000              
step percent        50                  
N                   10                  
E range min (V)     -5.000              
E range max (V)     5.000               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           8                   

<I>/mA	Ewe/V	control/V	Rwe/Ohm	time/s	
-7.408718758868796E-002	-2.4902011E-001	-2.4919744E-001	3.3611765E+003	1.274999988308991E+001
-7.325830369345110E-002	-2.5104302E-001	-2.5119737E-001	3.4268201E+003	1.294999987803749E+001
-7.252107023962640E-002	-2.5300461E-001	-2.5319725E-001	3.4887048E+003	1.314999987298506E+001
-7.181168876666444E-002	-2.5499803E-001	-2.5519714E-001	3.5509265E+003	1.334999986793264E+001
-7.102814337867983E-002	-2.5706103E-001	-2.5719705E-001	3.6191433E+003	1.354999986288021E+001
-7.031224097458888E-002	-2.5898126E-001	-2.5919694E-001	3.6833025E+003	1.374999985782779E+001
-6.970059137966665E-002	-2.6102006E-001	-2.6119685E-001	3.7448760E+003	1.394999985277536E+001
-6.908829259589000E-002	-2.6301813E-001	-2.6319674E-001	3.8069856E+003	1.414999984772294E+001
-6.857300563261355E-002	-2.6495957E-001	-2.6519662E-001	3.8639050E+003	1.434999984267051E+001
-6.793602739773297E-002	-2.6698458E-001	-2.6719654E-001	3.9299409E+003	1.454999983761809E+001
-6.733268532319089E-002	-2.6904505E-001	-2.6919642E-001	3.9957571E+003	1.474999983256566E+001
-6.685112674969784E-002	-2.7106985E-001	-2.7119631E-001	4.0548286E+003	1.494999982751324E+001
-6.633988220683928E-002	-2.7306494E-001	-2.7319622E-001	4.1161504E+003	1.514999982246081E+001
-6.576156791282695E-002	-2.7504355E-001	-2.7519614E-001	4.1824360E+003	1.534999981740839E+001
-6.536415177809229E-002	-2.7704394E-001	-2.7719602E-001	4.2384692E+003	1.554999981235596E+001
-6.490620232030780E-002	-2.7901718E-001	-2.7919659E-001	4.2987754E+003	1.574989980730606E+001
-6.436896347335172E-002	-2.8102499E-001	-2.8119582E-001	4.3658462E+003	1.594979980225617E+001
-6.399340415003896E-002	-2.8308740E-001	-2.8319567E-001	4.4236968E+003	1.614979979720374E+001
-6.353075889492504E-002	-2.8501186E-001	-2.8519562E-001	4.4862026E+003	1.634979979215132E+001
-6.315905418534140E-002	-2.8701478E-001	-2.8719550E-001	4.5443174E+003	1.654979978709889E+001
-6.275498001971391E-002	-2.8905362E-001	-2.8919539E-001	4.6060664E+003	1.674979978204647E+001
-6.240359138087070E-002	-2.9099461E-001	-2.9119527E-001	4.6631069E+003	1.694979977699404E+001
-6.200388873887169E-002	-2.9300565E-001	-2.9319516E-001	4.7256011E+003	1.714979977194162E+001
-6.159884655054093E-002	-2.9507521E-001	-2.9519507E-001	4.7902715E+003	1.734979976688919E+001
-6.127017300128240E-002	-2.9698312E-001	-2.9719496E-001	4.8471074E+003	1.754979976183677E+001
-6.092010574708873E-002	-2.9904145E-001	-2.9919484E-001	4.9087480E+003	1.774979975678434E+001
-6.058357447985574E-002	-3.0101153E-001	-3.0119476E-001	4.9685337E+003	1.794979975173192E+001
-6.026199978803726E-002	-3.0302405E-001	-3.0319464E-001	5.0284434E+003	1.814979974667949E+001
-5.996367558910864E-002	-3.0502614E-001	-3.0519456E-001	5.0868486E+003	1.834979974162707E+001
-5.960752537564862E-002	-3.0702358E-001	-3.0719444E-001	5.1507520E+003	1.854979973657464E+001
-5.936479189986447E-002	-3.0908063E-001	-3.0919436E-001	5.2064639E+003	1.874979973152222E+001
-5.901665249871121E-002	-3.1105050E-001	-3.1119421E-001	5.2705547E+003	1.894979972646979E+001
-5.875073334037456E-002	-3.1302121E-001	-3.1319416E-001	5.3279541E+003	1.914979972141737E+001
-5.848339585642283E-002	-3.1502968E-001	-3.1519404E-001	5.3866519E+003	1.934979971636494E+001
-5.818775658116985E-002	-3.1701267E-001	-3.1719416E-001	5.4480991E+003	1.954969971131504E+001
-5.799262451806264E-002	-3.1904173E-001	-3.1919384E-001	5.5014189E+003	1.974959970626514E+001
-5.770329781807954E-002	-3.2102245E-001	-3.2119372E-001	5.5633296E+003	1.994959970121272E+001
-5.747140166845999E-002	-3.2303536E-001	-3.2319361E-001	5.6208018E+003	2.014959969616029E+001
-5.717135199594850E-002	-3.2506910E-001	-3.2519352E-001	5.6858740E+003	2.034959969110787E+001
-5.699439826706576E-002	-3.2709116E-001	-3.2719341E-001	5.7390054E+003	2.054959968605544E+001
-5.675583357327188E-002	-3.2901812E-001	-3.2919329E-001	5.7970801E+003	2.074959968100302E+001
-5.652462074041054E-002	-3.3105251E-001	-3.3119321E-001	5.8567842E+003	2.094959967595059E+001
-5.630181524258482E-002	-3.3296463E-001	-3.3319309E-001	5.9139233E+003	2.114959967089817E+001
-5.605983494753497E-002	-3.3508325E-001	-3.3519298E-001	5.9772427E+003	2.134959966584574E+001
-5.585068718492225E-002	-3.3706114E-001	-3.3719289E-001	6.0350400E+003	2.154959966079332E+001
-5.571536107047925E-002	-3.3900914E-001	-3.3919275E-001	6.0846621E+003	2.174959965574089E+001
-5.555261192893979E-002	-3.4104496E-001	-3.4119269E-001	6.1391348E+003	2.194959965068847E+001
-5.534718996663579E-002	-3.4298685E-001	-3.4319258E-001	6.1970059E+003	2.214959964563604E+001
-5.512400392216982E-002	-3.4508085E-001	-3.4519246E-001	6.2600830E+003	2.234959964058362E+001
-5.497904565415512E-002	-3.4703523E-001	-3.4719238E-001	6.3121362E+003	2.254959963553119E+001
-5.478818888476100E-002	-3.4905323E-001	-3.4919226E-001	6.3709575E+003	2.274959963047877E+001
-5.465614166144528E-002	-3.5104346E-001	-3.5119218E-001	6.4227632E+003	2.294959962542634E+001
-5.445924959812831E-002	-3.5305384E-001	-3.5319206E-001	6.4828994E+003	2.314959962037392E+001
-5.430182433237717E-002	-3.5505018E-001	-3.5519177E-001	6.5384575E+003	2.334949961532402E+001
-5.417873428357339E-002	-3.5706866E-001	-3.5719189E-001	6.5905684E+003	2.354939961027412E+001
-5.400964420641485E-002	-3.5905507E-001	-3.5919175E-001	6.6479805E+003	2.374939960522170E+001
-5.384573362801476E-002	-3.6103514E-001	-3.6119163E-001	6.7049907E+003	2.394939960016927E+001
-5.376304508569130E-002	-3.6308584E-001	-3.6319155E-001	6.7534463E+003	2.414939959511685E+001
-5.358285962312581E-002	-3.6498013E-001	-3.6519143E-001	6.8115088E+003	2.434939959006442E+001
-5.355791930191645E-002	-3.6703375E-001	-3.6719131E-001	6.8530249E+003	2.454939958501200E+001
-5.335248146594740E-002	-3.6906773E-001	-3.6919123E-001	6.9175361E+003	2.474939957995957E+001
-5.324444431513808E-002	-3.7105355E-001	-3.7119111E-001	6.9688687E+003	2.494939957490715E+001
-5.308796894153722E-002	-3.7305227E-001	-3.7319100E-001	7.0270586E+003	2.514939956985472E+001
-5.303774224837088E-002	-3.7503630E-001	-3.7519091E-001	7.0711211E+003	2.534939956480230E+001
-5.290101112506404E-002	-3.7699831E-001	-3.7719080E-001	7.1264858E+003	2.554939955974987E+001
-5.280822393317575E-002	-3.7902758E-001	-3.7919071E-001	7.1774346E+003	2.574939955469745E+001
-5.267965961131527E-002	-3.8104111E-001	-3.8119060E-001	7.2331733E+003	2.594939954964502E+001
-5.267321148754256E-002	-3.8301927E-001	-3.8319051E-001	7.2716143E+003	2.614939954459260E+001
-5.249974636050547E-002	-3.8500589E-001	-3.8519043E-001	7.3334810E+003	2.634939953954017E+001
-5.247072637072692E-002	-3.8703391E-001	-3.8719028E-001	7.3761875E+003	2.654939953448775E+001
-5.234408196296281E-002	-3.8905451E-001	-3.8919017E-001	7.4326357E+003	2.674939952943532E+001
-5.223357632266284E-002	-3.9096346E-001	-3.9119008E-001	7.4849072E+003	2.694939952438290E+001
-5.220481880174188E-002	-3.9305004E-001	-3.9318931E-001	7.5289995E+003	2.714929951933300E+001
-5.207778793409079E-002	-3.9499629E-001	-3.9518988E-001	7.5847363E+003	2.734919951428310E+001
-5.198950813175118E-002	-3.9702073E-001	-3.9718980E-001	7.6365547E+003	2.754919950923068E+001
-5.197300596105681E-002	-3.9907730E-001	-3.9918968E-001	7.6785493E+003	2.774919950417825E+001
-5.190138954272205E-002	-4.0100896E-001	-4.0118960E-001	7.7263628E+003	2.794919949912583E+001
-5.180854320340272E-002	-4.0302873E-001	-4.0318945E-001	7.7791943E+003	2.814919949407340E+001
-5.178682788596178E-002	-4.0503997E-001	-4.0518934E-001	7.8212935E+003	2.834919948902098E+001
-5.171043572993828E-002	-4.0702569E-001	-4.0718928E-001	7.8712485E+003	2.854919948396855E+001
-5.170937496038941E-002	-4.0907541E-001	-4.0918913E-001	7.9110493E+003	2.874919947891613E+001
-5.163988696364807E-002	-4.1102207E-001	-4.1118905E-001	7.9593911E+003	2.894919947386370E+001
-5.157672435725247E-002	-4.1306809E-001	-4.1318896E-001	8.0088081E+003	2.914919946881128E+001
-5.150205547215969E-002	-4.1507259E-001	-4.1518885E-001	8.0593403E+003	2.934919946375885E+001
-5.150456951567861E-002	-4.1706806E-001	-4.1718876E-001	8.0976904E+003	2.954919945870643E+001
-5.144449470083234E-002	-4.1908249E-001	-4.1918862E-001	8.1463042E+003	2.974919945365400E+001
-5.143235881375696E-002	-4.2109692E-001	-4.2118856E-001	8.1873926E+003	2.994919944860158E+001
-5.135725313837747E-002	-4.2309308E-001	-4.2318842E-001	8.2382344E+003	3.014919944354915E+001
-5.135395338541299E-002	-4.2507631E-001	-4.2518833E-001	8.2773818E+003	3.034919943849673E+001
-5.131970919444806E-002	-4.2705104E-001	-4.2718822E-001	8.3213848E+003	3.054919943344430E+001
-5.126041812080950E-002	-4.2907694E-001	-4.2918813E-001	8.3705313E+003	3.074919942839188E+001
-5.124891050426028E-002	-4.3114311E-001	-4.3118802E-001	8.4127275E+003	3.094919942333945E+001
-5.120431731458674E-002	-4.3309769E-001	-4.3318856E-001	8.4582256E+003	3.114909941828955E+001
-5.118863329834097E-002	-4.3506521E-001	-4.3518782E-001	8.4992539E+003	3.134899941323965E+001
-5.121865588590896E-002	-4.3711486E-001	-4.3718764E-001	8.5342900E+003	3.154899940818723E+001
-5.117656538778248E-002	-4.3906793E-001	-4.3918759E-001	8.5794727E+003	3.174899940313480E+001
-5.110695417611422E-002	-4.4111142E-001	-4.4118744E-001	8.6311426E+003	3.194899939808238E+001
-5.109136122492186E-002	-4.4308639E-001	-4.4318739E-001	8.6724326E+003	3.214899939302995E+001
-5.108920327924138E-002	-4.4509146E-001	-4.4518724E-001	8.7120449E+003	3.234899938797753E+001
-5.110798209489587E-002	-4.4705814E-001	-4.4718719E-001	8.7473252E+003	3.254899938292510E+001
-5.109856032941673E-002	-4.4912323E-001	-4.4918704E-001	8.7893516E+003	3.274899937787268E+001
-5.107611737028195E-002	-4.5109829E-001	-4.5118695E-001	8.8318828E+003	3.294899937282025E+001
-5.105210095644005E-002	-4.5307043E-001	-4.5318690E-001	8.8746680E+003	3.314899936776783E+001
-5.103264465271290E-002	-4.5504770E-001	-4.5518675E-001	8.9167959E+003	3.334899936271540E+001
-5.103802530869983E-002	-4.5709965E-001	-4.5718670E-001	8.9560605E+003	3.354899935766298E+001
-5.103166789595727E-002	-4.5909178E-001	-4.5918655E-001	8.9962139E+003	3.374899935261055E+001
-5.098410078499649E-002	-4.6105638E-001	-4.6118647E-001	9.0431406E+003	3.394899934755813E+001
-5.100929936343424E-002	-4.6309265E-001	-4.6318635E-001	9.0785928E+003	3.414899934250570E+001
-5.102894272625669E-002	-4.6503386E-001	-4.6518624E-001	9.1131396E+003	3.434899933745328E+001
-5.097063001331859E-002	-4.6708605E-001	-4.6718618E-001	9.1638271E+003	3.454899933240085E+001
-5.096143310310985E-002	-4.6904293E-001	-4.6918598E-001	9.2038799E+003	3.474899932734843E+001
-5.101492037493494E-002	-4.7106305E-001	-4.7118619E-001	9.2338291E+003	3.494889932229853E+001
-5.104527290479666E-002	-4.7305331E-001	-4.7318578E-001	9.2673281E+003	3.514879931724863E+001
-5.100759722096027E-002	-4.7506690E-001	-4.7518572E-001	9.3136494E+003	3.534879931219621E+001
-5.102855219957680E-002	-4.7701681E-001	-4.7718561E-001	9.3480371E+003	3.554879930714378E+001
-5.100339885363903E-002	-4.7910801E-001	-4.7918549E-001	9.3936484E+003	3.574879930209136E+001
-5.100486755673089E-002	-4.8106134E-001	-4.8118544E-001	9.4316748E+003	3.594879929703893E+001
-5.107077804041393E-002	-4.8304087E-001	-4.8318529E-001	9.4582637E+003	3.614879929198651E+001
-5.103479581937864E-002	-4.8506764E-001	-4.8518524E-001	9.5046455E+003	3.634879928693408E+001
-5.102789503006910E-002	-4.8704094E-001	-4.8718509E-001	9.5446016E+003	3.654879928188166E+001
-5.103191989896372E-002	-4.8908371E-001	-4.8918501E-001	9.5838779E+003	3.674879927682923E+001
-5.101525899848536E-002	-4.9107504E-001	-4.9118489E-001	9.6260420E+003	3.694879927177681E+001
-5.099475178276247E-002	-4.9302238E-001	-4.9318478E-001	9.6681006E+003	3.714879926672438E+001
-5.101870673512199E-002	-4.9506658E-001	-4.9518472E-001	9.7036289E+003	3.734879926167196E+001
-5.103669172604830E-002	-4.9713162E-001	-4.9718451E-001	9.7406709E+003	3.754879925661953E+001
-5.100011801486506E-002	-4.9907941E-001	-4.9918452E-001	9.7858477E+003	3.774879925156711E+001
-5.100384597770036E-002	-5.0104469E-001	-5.0118440E-001	9.8236650E+003	3.794879924651468E+001
-5.102130875536304E-002	-5.0307035E-001	-5.0318432E-001	9.8600049E+003	3.814879924146226E+001
-5.103046285113078E-002	-5.0506037E-001	-5.0518417E-001	9.8972324E+003	3.834879923640983E+001
-5.101068055282543E-002	-5.0709242E-001	-5.0718409E-001	9.9409063E+003	3.854879923135741E+001
-5.104751364204652E-002	-5.0905448E-001	-5.0918424E-001	9.9721699E+003	3.874869922630751E+001
-5.106331227091676E-002	-5.1107460E-001	-5.1118386E-001	1.0008646E+004	3.894859922125761E+001
-5.103850964712342E-002	-5.1306498E-001	-5.1318377E-001	1.0052507E+004	3.914859921620518E+001
-5.097675479868258E-002	-5.1506162E-001	-5.1518363E-001	1.0103853E+004	3.934859921115276E+001
-5.095360290983497E-002	-5.1706052E-001	-5.1718360E-001	1.0147674E+004	3.954859920610033E+001
-5.098129221493741E-002	-5.1903206E-001	-5.1918346E-001	1.0180834E+004	3.974859920104791E+001
-5.099749415078081E-002	-5.2105963E-001	-5.2118337E-001	1.0217357E+004	3.994859919599548E+001
-5.095597200439861E-002	-5.2304375E-001	-5.2318329E-001	1.0264621E+004	4.014859919094306E+001
-5.097514720392884E-002	-5.2505898E-001	-5.2518314E-001	1.0300294E+004	4.034859918589063E+001
-5.097612753444994E-002	-5.2704978E-001	-5.2718306E-001	1.0339149E+004	4.054859918083821E+001
-5.090713443904027E-002	-5.2901441E-001	-5.2918291E-001	1.0391754E+004	4.074859917578578E+001
-5.093168989172336E-002	-5.3109974E-001	-5.3118289E-001	1.0427688E+004	4.094859917073336E+001
-5.091773581220127E-002	-5.3304935E-001	-5.3318274E-001	1.0468834E+004	4.114859916568093E+001
-5.088089589059119E-002	-5.3506845E-001	-5.3518265E-001	1.0516098E+004	4.134859916062851E+001
-5.085107189330729E-002	-5.3704572E-001	-5.3718251E-001	1.0561148E+004	4.154859915557608E+001
-5.091240207554842E-002	-5.3900009E-001	-5.3918242E-001	1.0586813E+004	4.174859915052366E+001
-5.088660419948149E-002	-5.4105747E-001	-5.4118234E-001	1.0632611E+004	4.194859914547123E+001
-5.080851038829204E-002	-5.4309392E-001	-5.4318219E-001	1.0689034E+004	4.214859914041881E+001
-5.079641004933511E-002	-5.4510319E-001	-5.4518211E-001	1.0731136E+004	4.234859913536638E+001
-5.081631628285943E-002	-5.4704213E-001	-5.4718202E-001	1.0765088E+004	4.254849913031649E+001
-5.074050528675234E-002	-5.4906839E-001	-5.4918194E-001	1.0821106E+004	4.274839912526659E+001
-5.070666457914985E-002	-5.5104673E-001	-5.5118185E-001	1.0867343E+004	4.294839912021416E+001
-5.069032089484860E-002	-5.5303890E-001	-5.5318171E-001	1.0910147E+004	4.314839911516174E+001
-5.069557425054949E-002	-5.5507255E-001	-5.5518162E-001	1.0949132E+004	4.334839911010931E+001
-5.064431124244334E-002	-5.5704921E-001	-5.5718148E-001	1.0999245E+004	4.354839910505689E+001
-5.064959642202815E-002	-5.5907023E-001	-5.5918139E-001	1.1038000E+004	4.374839910000446E+001
-5.056815503097550E-002	-5.6107718E-001	-5.6118125E-001	1.1095465E+004	4.394839909495204E+001
-5.053195282510670E-002	-5.6308401E-001	-5.6318116E-001	1.1143128E+004	4.414839908989961E+001
-5.051681754134944E-002	-5.6507057E-001	-5.6518108E-001	1.1185791E+004	4.434839908484719E+001
-5.046585956567259E-002	-5.6701183E-001	-5.6718093E-001	1.1235553E+004	4.454839907979476E+001
-5.046900974316326E-002	-5.6905270E-001	-5.6918091E-001	1.1275289E+004	4.474839907474234E+001
-5.041373600547605E-002	-5.7100987E-001	-5.7118070E-001	1.1326474E+004	4.494839906968991E+001
-5.040253657380914E-002	-5.7306546E-001	-5.7318068E-001	1.1369774E+004	4.514839906463749E+001
-5.036432823259174E-002	-5.7502007E-001	-5.7518053E-001	1.1417209E+004	4.534839905958506E+001
-5.029225516103430E-002	-5.7706898E-001	-5.7718050E-001	1.1474312E+004	4.554839905453264E+001
-5.025795999335769E-002	-5.7905328E-001	-5.7918036E-001	1.1521623E+004	4.574839904948021E+001
-5.025229076992188E-002	-5.8107674E-001	-5.8118021E-001	1.1563189E+004	4.594839904442779E+001
-5.019207893186550E-002	-5.8306819E-001	-5.8318019E-001	1.1616737E+004	4.614839903937536E+001
-5.011928705419333E-002	-5.8502090E-001	-5.8517957E-001	1.1672570E+004	4.634829903432546E+001
-5.013466458883808E-002	-5.8703971E-001	-5.8717996E-001	1.1709258E+004	4.654819902927557E+001
-5.006584191912378E-002	-5.8900875E-001	-5.8917981E-001	1.1764683E+004	4.674819902422314E+001
-4.999428039021769E-002	-5.9105176E-001	-5.9117973E-001	1.1822388E+004	4.694819901917072E+001
-4.995599035553791E-002	-5.9305364E-001	-5.9317958E-001	1.1871522E+004	4.714819901411829E+001
-4.996698590781101E-002	-5.9502858E-001	-5.9517950E-001	1.1908435E+004	4.734819900906587E+001
-4.990285879757095E-002	-5.9703177E-001	-5.9717941E-001	1.1963879E+004	4.754819900401344E+001
-4.979528148411488E-002	-5.9904724E-001	-5.9917927E-001	1.2030201E+004	4.774819899896102E+001
-4.977490926000905E-002	-6.0107028E-001	-6.0117924E-001	1.2075769E+004	4.794819899390859E+001
-4.980344870687381E-002	-6.0305852E-001	-6.0317910E-001	1.2108771E+004	4.814819898885617E+001
-4.975921164167540E-002	-6.0504740E-001	-6.0517901E-001	1.2159506E+004	4.834819898380374E+001
-4.966974077807529E-002	-6.0710579E-001	-6.0717893E-001	1.2222850E+004	4.854819897875132E+001
-4.965571187755458E-002	-6.0905123E-001	-6.0917878E-001	1.2265481E+004	4.874819897369889E+001
-4.961635654764729E-002	-6.1108094E-001	-6.1117870E-001	1.2316119E+004	4.894819896864647E+001
-4.955563279419989E-002	-6.1308831E-001	-6.1317855E-001	1.2371718E+004	4.914819896359404E+001
-4.950102256630018E-002	-6.1506981E-001	-6.1517847E-001	1.2425396E+004	4.934819895854162E+001
-4.948505530843439E-002	-6.1705393E-001	-6.1717832E-001	1.2469501E+004	4.954819895348919E+001
-4.944939797114856E-002	-6.1909932E-001	-6.1917824E-001	1.2519855E+004	4.974819894843677E+001
-4.943336717744296E-002	-6.2107915E-001	-6.2117821E-001	1.2563966E+004	4.994819894338434E+001
-4.935746094117643E-002	-6.2306452E-001	-6.2317830E-001	1.2623513E+004	5.014819893833192E+001
-4.933919619490079E-002	-6.2504750E-001	-6.2517798E-001	1.2668376E+004	5.034799893328454E+001
-4.928867676603688E-002	-6.2708867E-001	-6.2717783E-001	1.2722773E+004	5.054799892823212E+001
-4.924074381055599E-002	-6.2908143E-001	-6.2917781E-001	1.2775628E+004	5.074799892317969E+001
-4.920694361390132E-002	-6.3112408E-001	-6.3117760E-001	1.2825915E+004	5.094799891812727E+001
-4.917405246727397E-002	-6.3308245E-001	-6.3317758E-001	1.2874319E+004	5.114799891307484E+001
-4.915747550039529E-002	-6.3505656E-001	-6.3517743E-001	1.2918819E+004	5.134799890802242E+001
-4.909281162840728E-002	-6.3705957E-001	-6.3717735E-001	1.2976637E+004	5.154799890296999E+001
-4.902715772990107E-002	-6.3903809E-001	-6.3917720E-001	1.3034369E+004	5.174799889791757E+001
-4.903432208402725E-002	-6.4110982E-001	-6.4117712E-001	1.3074716E+004	5.194799889286514E+001
-4.900216569072358E-002	-6.4309239E-001	-6.4317703E-001	1.3123755E+004	5.214799888781272E+001
-4.897803444068989E-002	-6.4509255E-001	-6.4517689E-001	1.3171059E+004	5.234799888276029E+001
-4.892905622292021E-002	-6.4702886E-001	-6.4717680E-001	1.3223816E+004	5.254799887770787E+001
-4.891964640149471E-002	-6.4902592E-001	-6.4917666E-001	1.3267184E+004	5.274799887265544E+001
-4.884752729414521E-002	-6.5110230E-001	-6.5117657E-001	1.3329278E+004	5.294799886760302E+001
-4.878737336043659E-002	-6.5307176E-001	-6.5317649E-001	1.3386082E+004	5.314799886255059E+001
-4.877593344955994E-002	-6.5506303E-001	-6.5517640E-001	1.3430046E+004	5.334799885749817E+001
-4.878906453848775E-002	-6.5710312E-001	-6.5717632E-001	1.3468246E+004	5.354799885244574E+001
-4.874033329885941E-002	-6.5908271E-001	-6.5917617E-001	1.3522327E+004	5.374799884739332E+001
-4.866569345186589E-002	-6.6108268E-001	-6.6117615E-001	1.3584162E+004	5.394799884234089E+001
-4.861938016101952E-002	-6.6308469E-001	-6.6317689E-001	1.3638279E+004	5.414789883729100E+001
-4.863379340906082E-002	-6.6504890E-001	-6.6517591E-001	1.3674625E+004	5.434779883224110E+001
-4.862666797724924E-002	-6.6711706E-001	-6.6717577E-001	1.3719160E+004	5.454779882718867E+001
-4.856949888197215E-002	-6.6908264E-001	-6.6917568E-001	1.3775778E+004	5.474779882213625E+001
