EC-Lab ASCII FILE
Nb header lines : 63                          

Linear Sweep Voltammetry

Run on channel : 1 (SN 1340)
User : 
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -5.00 V, max = 5.00 V
Ewe,I filtering : <None>
Safety Limits :
	Do not start on E overload
Channel : Floating
Acquisition started on : 03/11/2026 11:20:18.747
Technique started on : 03/11/2026 11:20:21.585
Loaded Setting File :  NONE
Saved on :
	File : Ni_N52magA_flat_3-11_02_LSV_C01.mpr
	Directory : C:\Users\volt\Documents\Platalytix\
	Host : 172.28.65.128
Device : SP-200 (SN 0262)
Address : USB
EC-LAB for windows v11.60 (software)
Internet server v11.60 (firmware)
Command interpretor v11.60 (firmware)
Electrode material : Ni
Initial state : 
Electrolyte : KOH (1 M)
Comments : With magnet A (+) side, flat position
Cable : standard
Reference electrode : Hg/HgO (0.140 V)
Electrode surface area : 1.000 cm²
Characteristic mass : 0.001 g
Equivalent Weight : 0.000 g/eq.
Density : 0.000 g/cm3
Volume (V) : 0.001 cm³
Cycle Definition : Charge/Discharge alternance
tR (h:m:s)          0:00:5.0000         
dER/dt (mV/h)       0.0                 
dER (mV)            0                   
dtR (s)             0.0000              
dE/dt               10.000              
dE/dt unit          mV/s                
Ei (V)              -0.200              
vs.                 Ref                 
EL (V)              -2.500              
vs.                 Ref                 
record              <I>                 
dI                  0.000               
unit dI             µA                  
tI (s)              0.0000              
step percent        50                  
N                   10                  
E range min (V)     -5.000              
E range max (V)     5.000               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           8                   

<I>/mA	Ewe/V	control/V	Rwe/Ohm	time/s	
3.063565202446328E-004	-3.1735924E-001	-3.1743732E-001	1.0359148E+006	1.960819971114688E+001
2.212994532126483E-004	-3.1936228E-001	-3.1943735E-001	1.4431228E+006	1.980819970609446E+001
1.596442199237377E-004	-3.2137346E-001	-3.2143733E-001	2.0130604E+006	2.000819970104203E+001
1.038686615049007E-004	-3.2333237E-001	-3.2343733E-001	3.1128963E+006	2.020819969598961E+001
3.808050969515507E-005	-3.2532483E-001	-3.2543731E-001	8.5430800E+006	2.040819969093718E+001
-3.008082835049316E-005	-3.2740450E-001	-3.2743731E-001	1.0884158E+007	2.060819968588476E+001
-9.310058832987618E-005	-3.2937172E-001	-3.2943732E-001	3.5378050E+006	2.080819968083233E+001
-1.332622366729142E-004	-3.3135355E-001	-3.3143732E-001	2.4864775E+006	2.100819967577991E+001
-1.920940942578501E-004	-3.3329719E-001	-3.3343732E-001	1.7350726E+006	2.120819967072748E+001
-2.524826830271676E-004	-3.3533952E-001	-3.3543733E-001	1.3281684E+006	2.140819966567506E+001
-3.382029780004603E-004	-3.3741835E-001	-3.3743733E-001	9.9768000E+005	2.160819966062263E+001
-3.766451458908551E-004	-3.3935416E-001	-3.3943734E-001	9.0099175E+005	2.180819965557021E+001
-4.393233412242601E-004	-3.4137800E-001	-3.4143731E-001	7.7705413E+005	2.200819965051778E+001
-5.033158234666541E-004	-3.4335223E-001	-3.4343734E-001	6.8218050E+005	2.220819964546536E+001
-5.251986278046999E-004	-3.4533936E-001	-3.4543732E-001	6.5754050E+005	2.240819964041293E+001
-6.348038555299236E-004	-3.4732738E-001	-3.4743732E-001	5.4714125E+005	2.260819963536051E+001
-6.681585334555578E-004	-3.4935188E-001	-3.4943736E-001	5.2285778E+005	2.280819963030808E+001
-7.060175767099313E-004	-3.5137570E-001	-3.5143733E-001	4.9768691E+005	2.300819962525566E+001
-7.438060402105706E-004	-3.5332176E-001	-3.5343733E-001	4.7501869E+005	2.320819962020323E+001
-8.054314683273132E-004	-3.5535896E-001	-3.5543734E-001	4.4120322E+005	2.340819961515081E+001
-8.753421673639598E-004	-3.5736182E-001	-3.5743734E-001	4.0825388E+005	2.360819961009838E+001
-9.277047132145479E-004	-3.5935387E-001	-3.5943732E-001	3.8735803E+005	2.380819960504596E+001
-9.876734507191405E-004	-3.6133084E-001	-3.6143735E-001	3.6584038E+005	2.400819959999353E+001
-1.040745545873229E-003	-3.6337930E-001	-3.6343732E-001	3.4915288E+005	2.420819959494111E+001
-1.107225052258876E-003	-3.6537853E-001	-3.6543730E-001	3.2999481E+005	2.440819958988868E+001
-1.149716051599515E-003	-3.6735272E-001	-3.6743733E-001	3.1951603E+005	2.460819958483626E+001
-1.189517558482714E-003	-3.6931995E-001	-3.6943731E-001	3.1047878E+005	2.480819957978383E+001
-1.278507948802521E-003	-3.7129602E-001	-3.7143734E-001	2.9041353E+005	2.500819957473141E+001
-1.315962315234353E-003	-3.7341842E-001	-3.7343732E-001	2.8376072E+005	2.520819956967898E+001
-1.369601850064246E-003	-3.7537050E-001	-3.7543732E-001	2.7407272E+005	2.540819956462656E+001
-1.432964101769415E-003	-3.7733945E-001	-3.7743735E-001	2.6332791E+005	2.560819955957413E+001
-1.497578677574875E-003	-3.7934336E-001	-3.7943733E-001	2.5330447E+005	2.580819955452171E+001
-1.536047268782689E-003	-3.8130295E-001	-3.8143736E-001	2.4823647E+005	2.600819954946928E+001
-1.573978502248954E-003	-3.8335419E-001	-3.8343734E-001	2.4355745E+005	2.620819954441686E+001
-1.642979785198996E-003	-3.8531438E-001	-3.8543731E-001	2.3452167E+005	2.640819953936443E+001
-1.714993076547048E-003	-3.8734397E-001	-3.8743734E-001	2.2585745E+005	2.660819953431201E+001
-1.764984132026106E-003	-3.8929868E-001	-3.8943732E-001	2.2056781E+005	2.680819952925958E+001
-1.833216536701569E-003	-3.9133209E-001	-3.9143735E-001	2.1346747E+005	2.700819952420716E+001
-1.884076008221897E-003	-3.9329332E-001	-3.9343733E-001	2.0874600E+005	2.720819951915473E+001
-1.959139183518380E-003	-3.9533037E-001	-3.9543736E-001	2.0178780E+005	2.740819951410231E+001
-2.012065810447564E-003	-3.9729756E-001	-3.9743730E-001	1.9745753E+005	2.760819950904988E+001
-2.071548295584150E-003	-3.9935496E-001	-3.9943734E-001	1.9278091E+005	2.780819950399746E+001
-2.135031684665376E-003	-4.0135846E-001	-4.0143737E-001	1.8798713E+005	2.800819949894503E+001
-2.219048047993267E-003	-4.0335831E-001	-4.0343738E-001	1.8177088E+005	2.820819949389261E+001
-2.257691889004206E-003	-4.0536055E-001	-4.0543732E-001	1.7954644E+005	2.840819948884018E+001
-2.308961864839018E-003	-4.0737936E-001	-4.0743735E-001	1.7643398E+005	2.860819948378776E+001
-2.382450580213573E-003	-4.0936369E-001	-4.0943739E-001	1.7182463E+005	2.880819947873533E+001
-2.464508166341808E-003	-4.1132817E-001	-4.1143733E-001	1.6690072E+005	2.900819947368291E+001
-2.523401011084406E-003	-4.1339004E-001	-4.1343734E-001	1.6382258E+005	2.920819946863048E+001
-2.557567262779128E-003	-4.1533980E-001	-4.1543737E-001	1.6239644E+005	2.940819946357806E+001
-2.663700591041705E-003	-4.1735622E-001	-4.1743731E-001	1.5668286E+005	2.960819945852563E+001
-2.704383047017887E-003	-4.1934893E-001	-4.1943735E-001	1.5506270E+005	2.980819945347321E+001
-2.787262306932277E-003	-4.2139870E-001	-4.2143735E-001	1.5118731E+005	3.000819944842078E+001
-2.851311475182375E-003	-4.2331707E-001	-4.2343736E-001	1.4846398E+005	3.020819944336836E+001
-2.939888855200613E-003	-4.2536110E-001	-4.2543733E-001	1.4468611E+005	3.040819943831593E+001
-2.978489814448732E-003	-4.2740002E-001	-4.2743737E-001	1.4349555E+005	3.060819943326351E+001
-3.033063660316412E-003	-4.2937678E-001	-4.2943734E-001	1.4156538E+005	3.080819942821108E+001
-3.139738237875066E-003	-4.3140960E-001	-4.3143734E-001	1.3740305E+005	3.100819942315866E+001
-3.222708718804604E-003	-4.3337974E-001	-4.3343735E-001	1.3447686E+005	3.120819941810623E+001
-3.283070144149915E-003	-4.3534252E-001	-4.3543738E-001	1.3260227E+005	3.140819941305381E+001
-3.345528796083942E-003	-4.3737847E-001	-4.3743736E-001	1.3073523E+005	3.160819940800138E+001
-3.447029318668682E-003	-4.3940425E-001	-4.3943736E-001	1.2747331E+005	3.180819940294896E+001
-3.527629286808207E-003	-4.4139582E-001	-4.4143736E-001	1.2512534E+005	3.200819939789653E+001
-3.559483864847768E-003	-4.4335771E-001	-4.4343737E-001	1.2455674E+005	3.220819939284411E+001
-3.657582811273416E-003	-4.4542593E-001	-4.4543734E-001	1.2178150E+005	3.240819938779168E+001
-3.768850972294145E-003	-4.4738024E-001	-4.4743732E-001	1.1870468E+005	3.260819938273926E+001
-3.816933486189084E-003	-4.4933707E-001	-4.4943738E-001	1.1772201E+005	3.280819937768683E+001
-3.871171290486279E-003	-4.5134586E-001	-4.5143738E-001	1.1659155E+005	3.300819937263441E+001
-3.981056639560608E-003	-4.5338282E-001	-4.5343733E-001	1.1388505E+005	3.320819936758198E+001
-4.057040015786464E-003	-4.5533988E-001	-4.5543736E-001	1.1223451E+005	3.340819936252956E+001
-4.162570448530806E-003	-4.5741615E-001	-4.5743737E-001	1.0988791E+005	3.360819935747713E+001
-4.259151014905392E-003	-4.5936704E-001	-4.5943731E-001	1.0785413E+005	3.380819935242471E+001
-4.314089794198422E-003	-4.6135539E-001	-4.6143734E-001	1.0694154E+005	3.400819934737228E+001
-4.402157524349845E-003	-4.6337631E-001	-4.6343738E-001	1.0526119E+005	3.420819934231986E+001
-4.481825353976329E-003	-4.6532041E-001	-4.6543735E-001	1.0382386E+005	3.440819933726743E+001
-4.590632877502136E-003	-4.6735868E-001	-4.6743733E-001	1.0180702E+005	3.460819933221501E+001
-4.672347947843207E-003	-4.6936575E-001	-4.6943736E-001	1.0045608E+005	3.480819932716258E+001
-4.766742102285712E-003	-4.7135124E-001	-4.7143739E-001	9.8883313E+004	3.500819932211016E+001
-4.830659055878317E-003	-4.7339588E-001	-4.7343734E-001	9.7998195E+004	3.520819931705773E+001
-4.953513912944470E-003	-4.7537646E-001	-4.7543734E-001	9.5967523E+004	3.540819931200531E+001
-5.069392791120567E-003	-4.7735155E-001	-4.7743738E-001	9.4163453E+004	3.560819930695288E+001
-5.144585334439022E-003	-4.7932577E-001	-4.7943735E-001	9.3170922E+004	3.580819930190046E+001
-5.252085713271827E-003	-4.8135236E-001	-4.8143736E-001	9.1649750E+004	3.600819929684803E+001
-5.351281777204314E-003	-4.8332781E-001	-4.8343739E-001	9.0320008E+004	3.620819929179561E+001
-5.434202592414193E-003	-4.8541543E-001	-4.8543736E-001	8.9325969E+004	3.640819928674318E+001
-5.531602801452595E-003	-4.8736098E-001	-4.8743734E-001	8.8104844E+004	3.660819928169076E+001
-5.648774380605293E-003	-4.8934001E-001	-4.8943734E-001	8.6627641E+004	3.680819927663833E+001
-5.734209822796495E-003	-4.9137834E-001	-4.9143741E-001	8.5692422E+004	3.700819927158591E+001
-5.847326984120625E-003	-4.9332431E-001	-4.9343735E-001	8.4367492E+004	3.720819926653348E+001
-5.942046031123055E-003	-4.9536833E-001	-4.9543732E-001	8.3366625E+004	3.740819926148106E+001
-6.053656372312931E-003	-4.9738732E-001	-4.9743736E-001	8.2163125E+004	3.760819925642863E+001
-6.155741149773436E-003	-4.9934664E-001	-4.9943733E-001	8.1118852E+004	3.780819925137621E+001
-6.268333194380344E-003	-5.0136435E-001	-5.0143731E-001	7.9983680E+004	3.800819924632378E+001
-6.408786271670269E-003	-5.0333142E-001	-5.0343734E-001	7.8537711E+004	3.820819924127136E+001
-6.490014563816204E-003	-5.0535357E-001	-5.0543737E-001	7.7866320E+004	3.840819923621893E+001
-6.626950700510226E-003	-5.0731993E-001	-5.0743735E-001	7.6554055E+004	3.860819923116651E+001
-6.740828268765861E-003	-5.0936079E-001	-5.0943732E-001	7.5563531E+004	3.880819922611408E+001
-6.837422934428346E-003	-5.1140243E-001	-5.1143736E-001	7.4794617E+004	3.900819922106166E+001
-6.979936554137298E-003	-5.1330453E-001	-5.1343739E-001	7.3540000E+004	3.920819921600923E+001
-7.074515951127930E-003	-5.1535910E-001	-5.1543736E-001	7.2847258E+004	3.940819921095681E+001
-7.200540624302317E-003	-5.1741165E-001	-5.1743734E-001	7.1857336E+004	3.960819920590438E+001
-7.357795780396310E-003	-5.1938945E-001	-5.1943737E-001	7.0590359E+004	3.980819920085196E+001
-7.415380037261415E-003	-5.2132589E-001	-5.2143729E-001	7.0303328E+004	4.000819919579953E+001
-7.545500819435613E-003	-5.2332389E-001	-5.2343738E-001	6.9355750E+004	4.020819919074711E+001
-7.697088005472072E-003	-5.2539593E-001	-5.2543741E-001	6.8259055E+004	4.040819918569468E+001
-7.791044066323249E-003	-5.2736467E-001	-5.2743739E-001	6.7688578E+004	4.060819918064226E+001
-7.937318736820874E-003	-5.2934939E-001	-5.2943736E-001	6.6691211E+004	4.080819917558983E+001
-8.079757864846774E-003	-5.3138393E-001	-5.3143734E-001	6.5767313E+004	4.100819917053741E+001
-8.171170770231315E-003	-5.3332561E-001	-5.3343743E-001	6.5269180E+004	4.120819916548498E+001
-8.324801802657392E-003	-5.3543055E-001	-5.3543729E-001	6.4317512E+004	4.140819916043256E+001
-8.426632958714070E-003	-5.3733557E-001	-5.3743732E-001	6.3766344E+004	4.160819915538013E+001
-8.585726128613413E-003	-5.3933340E-001	-5.3943741E-001	6.2817449E+004	4.180819915032771E+001
-8.708666249937561E-003	-5.4138982E-001	-5.4143733E-001	6.2166789E+004	4.200819914527528E+001
-8.854564424045058E-003	-5.4336601E-001	-5.4343736E-001	6.1365641E+004	4.220819914022286E+001
-9.012107999230828E-003	-5.4541624E-001	-5.4543734E-001	6.0520383E+004	4.240819913517043E+001
-9.133780390367881E-003	-5.4732680E-001	-5.4743743E-001	5.9923359E+004	4.260819913011801E+001
-9.261676363352400E-003	-5.4935551E-001	-5.4943734E-001	5.9314910E+004	4.280819912506558E+001
-9.417842020193010E-003	-5.5139315E-001	-5.5143738E-001	5.8547719E+004	4.300819912001316E+001
-9.554558463158121E-003	-5.5338174E-001	-5.5343741E-001	5.7918086E+004	4.320819911496073E+001
-9.725079181867546E-003	-5.5536127E-001	-5.5543733E-001	5.7106094E+004	4.340819910990831E+001
-9.846148398230226E-003	-5.5740553E-001	-5.5743736E-001	5.6611531E+004	4.360819910485588E+001
-9.984144137416218E-003	-5.5942243E-001	-5.5943739E-001	5.6031086E+004	4.380819909980346E+001
-1.015351496635811E-002	-5.6138068E-001	-5.6143737E-001	5.5289297E+004	4.400819909475103E+001
-1.031479170366961E-002	-5.6339103E-001	-5.6343734E-001	5.4619719E+004	4.420819908969861E+001
-1.047345072922218E-002	-5.6539851E-001	-5.6543738E-001	5.3983977E+004	4.440819908464618E+001
-1.061135738092325E-002	-5.6734067E-001	-5.6743741E-001	5.3465418E+004	4.460819907959376E+001
-1.073690157942267E-002	-5.6930804E-001	-5.6943733E-001	5.3023496E+004	4.480819907454134E+001
-1.090771622926499E-002	-5.7134384E-001	-5.7143730E-001	5.2379785E+004	4.500819906948891E+001
-1.103877123687344E-002	-5.7331890E-001	-5.7343739E-001	5.1936840E+004	4.520819906443649E+001
-1.117996490692988E-002	-5.7526362E-001	-5.7543731E-001	5.1454867E+004	4.540819905938406E+001
-1.139813170063758E-002	-5.7735854E-001	-5.7743734E-001	5.0653789E+004	4.560819905433164E+001
-1.153700482956863E-002	-5.7939494E-001	-5.7943738E-001	5.0220566E+004	4.580819904927921E+001
-1.167966829275752E-002	-5.8132261E-001	-5.8143741E-001	4.9772184E+004	4.600819904422679E+001
-1.185004904263290E-002	-5.8334124E-001	-5.8343732E-001	4.9226906E+004	4.620819903917436E+001
-1.204610625636984E-002	-5.8536571E-001	-5.8543736E-001	4.8593770E+004	4.640819903412194E+001
-1.219050305652116E-002	-5.8728772E-001	-5.8743739E-001	4.8175840E+004	4.660819902906951E+001
-1.237459352349252E-002	-5.8941406E-001	-5.8943737E-001	4.7630984E+004	4.680819902401709E+001
-1.249062940977251E-002	-5.9136856E-001	-5.9143734E-001	4.7344977E+004	4.700819901896466E+001
-1.269572587193318E-002	-5.9338289E-001	-5.9343737E-001	4.6738793E+004	4.720819901391224E+001
-1.285205734840889E-002	-5.9533632E-001	-5.9543741E-001	4.6322258E+004	4.740819900885981E+001
-1.301251691048061E-002	-5.9733707E-001	-5.9743738E-001	4.5904805E+004	4.760819900380739E+001
-1.315574670200448E-002	-5.9933311E-001	-5.9943736E-001	4.5556754E+004	4.780819899875496E+001
-1.334276749811070E-002	-6.0136735E-001	-6.0143739E-001	4.5070660E+004	4.800819899370254E+001
-1.355139405546868E-002	-6.0335386E-001	-6.0343736E-001	4.4523379E+004	4.820819898865011E+001
-1.369645368215966E-002	-6.0540760E-001	-6.0543734E-001	4.4201777E+004	4.840819898359769E+001
-1.391267520032378E-002	-6.0739332E-001	-6.0743737E-001	4.3657551E+004	4.860819897854526E+001
-1.405624246785453E-002	-6.0934526E-001	-6.0943735E-001	4.3350508E+004	4.880819897349284E+001
-1.421391823574003E-002	-6.1136764E-001	-6.1143732E-001	4.3011902E+004	4.900819896844041E+001
-1.437947291380870E-002	-6.1335772E-001	-6.1343735E-001	4.2655090E+004	4.920819896338799E+001
-1.457297390940876E-002	-6.1543995E-001	-6.1543739E-001	4.2231598E+004	4.940819895833556E+001
-1.477945385310192E-002	-6.1739761E-001	-6.1743736E-001	4.1774047E+004	4.960819895328314E+001
-1.491589803943449E-002	-6.1940497E-001	-6.1943734E-001	4.1526496E+004	4.980819894823071E+001
-1.513429403227445E-002	-6.2145531E-001	-6.2143737E-001	4.1062723E+004	5.000819894317829E+001
-1.529342726653321E-002	-6.2347871E-001	-6.2343740E-001	4.0767758E+004	5.020819893812586E+001
-1.548121525148938E-002	-6.2541693E-001	-6.2543732E-001	4.0398438E+004	5.040819893307344E+001
-1.566593507790517E-002	-6.2737286E-001	-6.2743735E-001	4.0046945E+004	5.060819892802101E+001
-1.586097471963486E-002	-6.2943125E-001	-6.2943745E-001	3.9684273E+004	5.080819892296859E+001
-1.598505148808779E-002	-6.3138491E-001	-6.3143736E-001	3.9498461E+004	5.100819891791616E+001
-1.613440324566612E-002	-6.3340122E-001	-6.3343740E-001	3.9257801E+004	5.120819891286374E+001
-1.634041418476129E-002	-6.3533950E-001	-6.3543737E-001	3.8881480E+004	5.140819890781131E+001
-1.653950152823136E-002	-6.3735694E-001	-6.3743740E-001	3.8535438E+004	5.160819890275889E+001
-1.671468678971672E-002	-6.3940907E-001	-6.3943732E-001	3.8254324E+004	5.180819889770646E+001
-1.693156910645765E-002	-6.4142787E-001	-6.4143735E-001	3.7883547E+004	5.200819889265404E+001
-1.712543015418971E-002	-6.4348674E-001	-6.4343745E-001	3.7574926E+004	5.220819888760161E+001
-1.727745542249931E-002	-6.4546412E-001	-6.4543730E-001	3.7358750E+004	5.240819888254919E+001
-1.745601368185273E-002	-6.4733690E-001	-6.4743733E-001	3.7083891E+004	5.260819887749676E+001
-1.764741350522857E-002	-6.4940679E-001	-6.4943743E-001	3.6798980E+004	5.280819887244434E+001
-1.780417898765929E-002	-6.5143490E-001	-6.5143734E-001	3.6588875E+004	5.300819886739191E+001
-1.800945079465699E-002	-6.5335602E-001	-6.5343732E-001	3.6278508E+004	5.320819886233949E+001
-1.817847619927648E-002	-6.5536952E-001	-6.5543735E-001	3.6051949E+004	5.340819885728706E+001
-1.836056796735672E-002	-6.5745687E-001	-6.5743744E-001	3.5808090E+004	5.360819885223464E+001
-1.854197618268039E-002	-6.5942448E-001	-6.5943736E-001	3.5563871E+004	5.380819884718221E+001
-1.875715639034081E-002	-6.6135311E-001	-6.6143733E-001	3.5258707E+004	5.400819884212979E+001
-1.894290608859706E-002	-6.6341150E-001	-6.6343743E-001	3.5021633E+004	5.420819883707736E+001
-1.909900403184533E-002	-6.6536450E-001	-6.6543734E-001	3.4837656E+004	5.440819883202494E+001
-1.930844736847259E-002	-6.6740960E-001	-6.6743737E-001	3.4565680E+004	5.460819882697251E+001
-1.946536440688953E-002	-6.6942871E-001	-6.6943735E-001	3.4390762E+004	5.480819882192009E+001
-1.966164267860570E-002	-6.7141145E-001	-6.7143738E-001	3.4148289E+004	5.500819881686766E+001
