EC-Lab ASCII FILE
Nb header lines : 61                          

Linear Sweep Voltammetry

Run on channel : 1 (SN 1340)
User : 
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -5.00 V, max = 5.00 V
Ewe,I filtering : <None>
Channel : Grounded
Acquisition started on : 03/11/2026 18:49:59.007
Technique started on : 03/11/2026 18:50:01.688
Loaded Setting File :  NONE
Saved on :
	File : X225_N52magB_up_3_11_02_LSV_C01.mpr
	Directory : C:\Users\volt\Documents\Platalytix\
	Host : 172.28.65.128
Device : SP-200 (SN 0262)
Address : USB
EC-LAB for windows v11.60 (software)
Internet server v11.60 (firmware)
Command interpretor v11.60 (firmware)
Electrode material : Pt22.5Pd22.5Ni22.5Co22.5Cr10
Initial state : 
Electrolyte : KOH (1M)
Comments : With magnet side B (-), up position
Cable : standard
Reference electrode : Hg/HgO (0.140 V)
Electrode surface area : 1.000 cm²
Characteristic mass : 0.001 g
Equivalent Weight : 0.000 g/eq.
Density : 0.000 g/cm3
Volume (V) : 0.001 cm³
Cycle Definition : Charge/Discharge alternance
tR (h:m:s)          0:00:5.0000         
dER/dt (mV/h)       0.0                 
dER (mV)            0                   
dtR (s)             0.0000              
dE/dt               10.000              
dE/dt unit          mV/s                
Ei (V)              -0.200              
vs.                 Ref                 
EL (V)              -2.500              
vs.                 Ref                 
record              <I>                 
dI                  0.000               
unit dI             µA                  
tI (s)              0.0000              
step percent        50                  
N                   10                  
E range min (V)     -5.000              
E range max (V)     5.000               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           8                   

<I>/mA	Ewe/V	control/V	Rwe/Ohm	time/s	
-5.372113894244646E-002	-5.6498444E-001	-5.6518060E-001	1.0516985E+004	4.420939907824504E+001
-5.367741661089265E-002	-5.6705379E-001	-5.6718045E-001	1.0564104E+004	4.440939907319262E+001
-5.362101130835861E-002	-5.6908047E-001	-5.6918031E-001	1.0613013E+004	4.460939906814019E+001
-5.357917524291334E-002	-5.7117492E-001	-5.7118028E-001	1.0660391E+004	4.480939906308777E+001
-5.356087686669286E-002	-5.7309574E-001	-5.7318008E-001	1.0699895E+004	4.500939905803534E+001
-5.354682173497549E-002	-5.7502234E-001	-5.7518005E-001	1.0738683E+004	4.520939905298292E+001
-5.356634974895680E-002	-5.7692176E-001	-5.7717991E-001	1.0770228E+004	4.540939904793049E+001
-5.355446607343295E-002	-5.7894063E-001	-5.7917988E-001	1.0810314E+004	4.560939904287807E+001
-5.346019232863161E-002	-5.8104098E-001	-5.8117974E-001	1.0868666E+004	4.580939903782564E+001
-5.341490219418954E-002	-5.8307445E-001	-5.8317965E-001	1.0915951E+004	4.600939903277322E+001
-5.333474025662466E-002	-5.8512050E-001	-5.8517957E-001	1.0970720E+004	4.620939902772079E+001
-5.336866701230880E-002	-5.8705044E-001	-5.8717942E-001	1.0999908E+004	4.640939902266837E+001
-5.336292468633303E-002	-5.8900225E-001	-5.8917886E-001	1.1037668E+004	4.660929901761847E+001
-5.334298161297701E-002	-5.9107804E-001	-5.9117919E-001	1.1080709E+004	4.680919901256857E+001
-5.325854527806240E-002	-5.9311366E-001	-5.9317911E-001	1.1136498E+004	4.700919900751614E+001
-5.323043604679167E-002	-5.9508902E-001	-5.9517902E-001	1.1179488E+004	4.720919900246372E+001
-5.313384526592941E-002	-5.9712893E-001	-5.9717894E-001	1.1238203E+004	4.740919899741129E+001
-5.317846168140938E-002	-5.9903133E-001	-5.9917879E-001	1.1264548E+004	4.760919899235887E+001
-5.315915177166558E-002	-6.0105675E-001	-6.0117865E-001	1.1306741E+004	4.780919898730644E+001
-5.309449827199270E-002	-6.0304040E-001	-6.0317862E-001	1.1357870E+004	4.800919898225402E+001
-5.302644983966670E-002	-6.0513031E-001	-6.0517848E-001	1.1411858E+004	4.820919897720160E+001
-5.299844389069652E-002	-6.0710865E-001	-6.0717839E-001	1.1455217E+004	4.840919897214917E+001
-5.297980215738352E-002	-6.0909528E-001	-6.0917830E-001	1.1496745E+004	4.860919896709675E+001
-5.296886856023608E-002	-6.1106223E-001	-6.1117816E-001	1.1536252E+004	4.880919896204432E+001
-5.292863891377642E-002	-6.1303866E-001	-6.1317807E-001	1.1582362E+004	4.900919895699190E+001
-5.285554708672222E-002	-6.1508870E-001	-6.1517793E-001	1.1637165E+004	4.920919895193947E+001
-5.285647939341553E-002	-6.1710107E-001	-6.1717790E-001	1.1675031E+004	4.940919894688705E+001
-5.288037908941401E-002	-6.1916125E-001	-6.1917776E-001	1.1708714E+004	4.960919894183462E+001
-5.282289043803856E-002	-6.2102455E-001	-6.2117767E-001	1.1756731E+004	4.980919893678220E+001
-5.280889012183476E-002	-6.2301052E-001	-6.2317753E-001	1.1797455E+004	5.000919893172977E+001
-5.273227965778104E-002	-6.2506670E-001	-6.2517744E-001	1.1853588E+004	5.020919892667735E+001
-5.266315155467502E-002	-6.2710708E-001	-6.2717670E-001	1.1907892E+004	5.040909892162745E+001
-5.264584660007571E-002	-6.2908459E-001	-6.2917703E-001	1.1949368E+004	5.060899891657755E+001
-5.266012755526739E-002	-6.3107800E-001	-6.3117713E-001	1.1983981E+004	5.080899891152512E+001
-5.262693892287973E-002	-6.3308758E-001	-6.3317704E-001	1.2029725E+004	5.100899890647270E+001
-5.254637302889942E-002	-6.3510782E-001	-6.3517702E-001	1.2086615E+004	5.120899890142027E+001
-5.252840128450631E-002	-6.3711381E-001	-6.3717681E-001	1.2128939E+004	5.140899889636785E+001
-5.250288010363691E-002	-6.3915032E-001	-6.3917679E-001	1.2173624E+004	5.160899889131542E+001
-5.250892816048083E-002	-6.4109951E-001	-6.4117664E-001	1.2209343E+004	5.180899888626300E+001
-5.254006390449275E-002	-6.4305609E-001	-6.4317650E-001	1.2239348E+004	5.200899888121057E+001
-5.245324359919512E-002	-6.4508426E-001	-6.4517641E-001	1.2298272E+004	5.220899887615815E+001
-5.238318316534996E-002	-6.4712352E-001	-6.4717627E-001	1.2353650E+004	5.240899887110572E+001
-5.238240798291161E-002	-6.4911962E-001	-6.4917624E-001	1.2391939E+004	5.260899886605330E+001
-5.236230750067716E-002	-6.5112007E-001	-6.5117610E-001	1.2434900E+004	5.280899886100087E+001
-5.236865570789843E-002	-6.5306044E-001	-6.5317601E-001	1.2470445E+004	5.300899885594845E+001
-5.232026295677294E-002	-6.5509498E-001	-6.5517586E-001	1.2520865E+004	5.320899885089602E+001
-5.230539135715162E-002	-6.5711790E-001	-6.5717578E-001	1.2563101E+004	5.340899884584360E+001
-5.224637491016071E-002	-6.5910065E-001	-6.5917569E-001	1.2615242E+004	5.360899884079117E+001
-5.226152930292560E-002	-6.6103005E-001	-6.6117561E-001	1.2648502E+004	5.380899883573875E+001
-5.225076446522969E-002	-6.6304892E-001	-6.6317552E-001	1.2689746E+004	5.400899883068632E+001
-5.223403007685357E-002	-6.6508752E-001	-6.6517538E-001	1.2732840E+004	5.420899882563390E+001
-5.213368173555322E-002	-6.6710293E-001	-6.6717511E-001	1.2796007E+004	5.440879882058653E+001
-5.215381582261236E-002	-6.6911548E-001	-6.6917515E-001	1.2829655E+004	5.460879881553410E+001
