EC-Lab ASCII FILE
Nb header lines : 61                          

Linear Sweep Voltammetry

Run on channel : 1 (SN 1340)
User : 
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -5.00 V, max = 5.00 V
Ewe,I filtering : <None>
Channel : Grounded
Acquisition started on : 02/05/2026 17:13:41.507
Technique started on : 02/05/2026 17:13:44.188
Loaded Setting File :  NONE
Saved on :
	File : Pt_40_PdNiCo_01_02_LSV_C01.mpr
	Directory : C:\Users\volt\Documents\Platalytix\
	Host : 127.0.0.1
Device : SP-200 (SN 0262)
Address : USB
EC-LAB for windows v11.60 (software)
Internet server v11.60 (firmware)
Command interpretor v11.60 (firmware)
Electrode material : PtPdNiCo
Initial state : 
Electrolyte : 1 M KOH
Comments : 
Cable : standard
Reference electrode : Hg/HgO (0.140 V)
Electrode surface area : 1.000 cm²
Characteristic mass : 0.001 g
Equivalent Weight : 0.000 g/eq.
Density : 0.000 g/cm3
Volume (V) : 0.001 cm³
Cycle Definition : Charge/Discharge alternance
tR (h:m:s)          0:00:5.0000         
dER/dt (mV/h)       0.0                 
dER (mV)            0                   
dtR (s)             0.0000              
dE/dt               10.000              
dE/dt unit          mV/s                
Ei (V)              -0.200              
vs.                 Ref                 
EL (V)              -2.000              
vs.                 Ref                 
record              <I>                 
dI                  0.000               
unit dI             µA                  
tI (s)              0.0000              
step percent        50                  
N                   10                  
E range min (V)     -5.000              
E range max (V)     5.000               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           8                   

Rwe/Ohm	time/s	Ewe/V	<I>/mA	Pwe/W	control/V	error	
5.4972192E+003	1.821099973501987E+001	-3.0506694E-001	-5.549477618409404E-002	1.6929622E-005	-3.0517259E-001	0
5.5605186E+003	1.841099972996744E+001	-3.0711955E-001	-5.523217759093019E-002	1.6962882E-005	-3.0717254E-001	0
5.6187432E+003	1.861099972491502E+001	-3.0910447E-001	-5.501309890023387E-002	1.7004795E-005	-3.0917245E-001	0
5.6838091E+003	1.881099971986259E+001	-3.1102619E-001	-5.472143303471999E-002	1.7019798E-005	-3.1117240E-001	0
5.7504785E+003	1.901099971481017E+001	-3.1305903E-001	-5.444052047148988E-002	1.7043096E-005	-3.1317234E-001	0
5.8096577E+003	1.921099970975774E+001	-3.1507984E-001	-5.423380277180834E-002	1.7087978E-005	-3.1517228E-001	0
5.8695825E+003	1.941089970470784E+001	-3.1710339E-001	-5.402486359401679E-002	1.7131468E-005	-3.1717178E-001	0
5.9323979E+003	1.961079969965795E+001	-3.1904605E-001	-5.378028572021698E-002	1.7158387E-005	-3.1917214E-001	0
5.9845205E+003	1.981079969460552E+001	-3.2102078E-001	-5.364185319780512E-002	1.7220149E-005	-3.2117203E-001	0
6.0550420E+003	2.001079968955310E+001	-3.2305810E-001	-5.335356876446262E-002	1.7236302E-005	-3.2317200E-001	0
6.1079146E+003	2.021079968450067E+001	-3.2504791E-001	-5.321749391524189E-002	1.7298235E-005	-3.2517192E-001	0
6.1720112E+003	2.041079967944825E+001	-3.2709521E-001	-5.299653351737743E-002	1.7334913E-005	-3.2717186E-001	0
6.2315962E+003	2.061079967439582E+001	-3.2909670E-001	-5.281098244042309E-002	1.7379920E-005	-3.2917181E-001	0
6.2927495E+003	2.081079966934340E+001	-3.3115330E-001	-5.262457951850538E-002	1.7426803E-005	-3.3117172E-001	0
6.3509888E+003	2.101079966429097E+001	-3.3312809E-001	-5.245294974633241E-002	1.7473551E-005	-3.3317167E-001	0
6.4039121E+003	2.121079965923855E+001	-3.3504912E-001	-5.231944486380559E-002	1.7529585E-005	-3.3517161E-001	0
6.4675142E+003	2.141079965418612E+001	-3.3707544E-001	-5.211823632309209E-002	1.7567778E-005	-3.3717155E-001	0
6.5246963E+003	2.161079964913370E+001	-3.3906040E-001	-5.196569656611105E-002	1.7619510E-005	-3.3917147E-001	0
6.5864907E+003	2.181079964408127E+001	-3.4102404E-001	-5.177628804925316E-002	1.7656959E-005	-3.4117138E-001	0
6.6384233E+003	2.201079963902885E+001	-3.4304783E-001	-5.167610095095843E-002	1.7727374E-005	-3.4317133E-001	0
6.7015391E+003	2.221079963397642E+001	-3.4506264E-001	-5.149005855752553E-002	1.7767296E-005	-3.4517124E-001	0
6.7573354E+003	2.241079962892400E+001	-3.4703907E-001	-5.135738338415585E-002	1.7823018E-005	-3.4717119E-001	0
6.8166494E+003	2.261079962387157E+001	-3.4909871E-001	-5.121265623249660E-002	1.7878272E-005	-3.4917113E-001	0
6.8717373E+003	2.281079961881915E+001	-3.5108978E-001	-5.109185088202028E-002	1.7937826E-005	-3.5117108E-001	0
6.9294683E+003	2.301079961376672E+001	-3.5306072E-001	-5.095062193000333E-002	1.7988663E-005	-3.5317099E-001	0
6.9753306E+003	2.321079960871430E+001	-3.5505003E-001	-5.090081630868087E-002	1.8072336E-005	-3.5517091E-001	0
7.0363423E+003	2.341079960366187E+001	-3.5706621E-001	-5.074599887140951E-002	1.8119681E-005	-3.5717085E-001	0
7.0920620E+003	2.361079959860945E+001	-3.5910287E-001	-5.063447962639622E-002	1.8182987E-005	-3.5917079E-001	0
7.1452114E+003	2.381079959355702E+001	-3.6108083E-001	-5.053465874219404E-002	1.8247096E-005	-3.6117074E-001	0
7.2008867E+003	2.401079958850460E+001	-3.6306930E-001	-5.042008084694860E-002	1.8305984E-005	-3.6317062E-001	0
7.2560332E+003	2.421079958345217E+001	-3.6507609E-001	-5.031345557957845E-002	1.8368240E-005	-3.6517057E-001	0
7.3054980E+003	2.441079957839975E+001	-3.6704320E-001	-5.024205105930393E-002	1.8441004E-005	-3.6717051E-001	0
7.3642549E+003	2.461079957334732E+001	-3.6905614E-001	-5.011452443141701E-002	1.8495073E-005	-3.6917043E-001	0
7.4062017E+003	2.481079956829490E+001	-3.7108776E-001	-5.010500359465120E-002	1.8593353E-005	-3.7117040E-001	0
7.4606860E+003	2.501079956324247E+001	-3.7307265E-001	-5.000513934587292E-002	1.8655550E-005	-3.7317035E-001	0
7.5096802E+003	2.521079955819005E+001	-3.7506565E-001	-4.994429076299500E-002	1.8732388E-005	-3.7517026E-001	0
7.5713354E+003	2.541069955314015E+001	-3.7701169E-001	-4.979460994564455E-002	1.8773149E-005	-3.7717086E-001	0
7.6106440E+003	2.561059954809025E+001	-3.7905750E-001	-4.980623239203608E-002	1.8879426E-005	-3.7917015E-001	0
7.6689629E+003	2.581059954303782E+001	-3.8105816E-001	-4.968835538160288E-002	1.8934154E-005	-3.8117003E-001	0
7.7187744E+003	2.601059953798540E+001	-3.8304096E-001	-4.962458436128137E-002	1.9008248E-005	-3.8316998E-001	0
7.7673223E+003	2.621059953293297E+001	-3.8501868E-001	-4.956903724662964E-002	1.9085006E-005	-3.8516992E-001	0
7.8169785E+003	2.641059952788055E+001	-3.8705686E-001	-4.951489390277411E-002	1.9165080E-005	-3.8716984E-001	0
7.8670449E+003	2.661059952282812E+001	-3.8900661E-001	-4.944761684681831E-002	1.9235449E-005	-3.8916978E-001	0
7.9169209E+003	2.681059951777570E+001	-3.9110801E-001	-4.940153033759820E-002	1.9321335E-005	-3.9116973E-001	0
7.9593423E+003	2.701059951272327E+001	-3.9310777E-001	-4.938947888885270E-002	1.9415387E-005	-3.9316961E-001	0
8.0040137E+003	2.721059950767085E+001	-3.9507213E-001	-4.935925181579170E-002	1.9500465E-005	-3.9516956E-001	0
8.0658403E+003	2.741059950261842E+001	-3.9706507E-001	-4.922798511418058E-002	1.9546713E-005	-3.9716950E-001	0
8.1085752E+003	2.761059949756600E+001	-3.9905804E-001	-4.921432467739284E-002	1.9639372E-005	-3.9916947E-001	0
8.1565044E+003	2.781059949251357E+001	-4.0106741E-001	-4.917148061312066E-002	1.9721077E-005	-4.0116939E-001	0
8.2113447E+003	2.801059948746115E+001	-4.0314105E-001	-4.909562054744865E-002	1.9792460E-005	-4.0316933E-001	0
8.2511729E+003	2.821059948240872E+001	-4.0504447E-001	-4.908932200706939E-002	1.9883359E-005	-4.0516922E-001	0
8.2993711E+003	2.841059947735630E+001	-4.0705591E-001	-4.904659943551648E-002	1.9964709E-005	-4.0716916E-001	0
8.3445010E+003	2.861059947230387E+001	-4.0899709E-001	-4.901396540677833E-002	2.0046569E-005	-4.0916911E-001	0
8.3903271E+003	2.881059946725145E+001	-4.1109899E-001	-4.899677591527174E-002	2.0142525E-005	-4.1116905E-001	0
8.4301836E+003	2.901059946219902E+001	-4.1310871E-001	-4.900352637359523E-002	2.0243784E-005	-4.1316900E-001	0
8.4874912E+003	2.921059945714660E+001	-4.1507581E-001	-4.890441711381732E-002	2.0299041E-005	-4.1516891E-001	0
8.5328154E+003	2.941059945209417E+001	-4.1706625E-001	-4.887791575923084E-002	2.0385329E-005	-4.1716886E-001	0
8.5810479E+003	2.961059944704175E+001	-4.1910931E-001	-4.884127339864530E-002	2.0469832E-005	-4.1916874E-001	0
8.6241650E+003	2.981059944198933E+001	-4.2103055E-001	-4.881986038460506E-002	2.0554653E-005	-4.2116868E-001	0
8.6772227E+003	3.001059943693690E+001	-4.2303205E-001	-4.875200743181951E-002	2.0623662E-005	-4.2316863E-001	0
8.7175195E+003	3.021059943188448E+001	-4.2508638E-001	-4.876230633632814E-002	2.0728192E-005	-4.2516857E-001	0
8.7658330E+003	3.041059942683205E+001	-4.2705303E-001	-4.871790830120903E-002	2.0805130E-005	-4.2716849E-001	0
8.8150469E+003	3.061059942177963E+001	-4.2906022E-001	-4.867361824275282E-002	2.0883914E-005	-4.2916846E-001	0
8.8666611E+003	3.081059941672720E+001	-4.3105513E-001	-4.861527065220639E-002	2.0955862E-005	-4.3116832E-001	0
8.9097939E+003	3.101059941167478E+001	-4.3310010E-001	-4.860944093005481E-002	2.1052754E-005	-4.3316829E-001	0
8.9605967E+003	3.121059940662235E+001	-4.3515760E-001	-4.856346010852408E-002	2.1132759E-005	-4.3516821E-001	0
9.0001885E+003	3.141049940157245E+001	-4.3715632E-001	-4.857190694004111E-002	2.1233516E-005	-4.3716887E-001	0
9.0483984E+003	3.161039939652255E+001	-4.3919638E-001	-4.853857440193932E-002	2.1317966E-005	-4.3916810E-001	0
9.0971680E+003	3.181039939147013E+001	-4.4110876E-001	-4.848858088206354E-002	2.1388738E-005	-4.4116804E-001	0
9.1399336E+003	3.201039938641770E+001	-4.4309154E-001	-4.847864160718607E-002	2.1480477E-005	-4.4316792E-001	0
9.1875879E+003	3.221039938136528E+001	-4.4513398E-001	-4.844949156750222E-002	2.1566515E-005	-4.4516787E-001	0
9.2290020E+003	3.241039937631285E+001	-4.4709083E-001	-4.844411672541737E-002	2.1658921E-005	-4.4716787E-001	0
9.2870117E+003	3.261039937126043E+001	-4.4912973E-001	-4.836106020191699E-002	2.1720391E-005	-4.4916776E-001	0
9.3287520E+003	3.281039936620800E+001	-4.5108342E-001	-4.835410133007351E-002	2.1811733E-005	-4.5116776E-001	0
9.3824912E+003	3.301039936115558E+001	-4.5305261E-001	-4.828702530146800E-002	2.1876564E-005	-4.5316762E-001	0
9.4333848E+003	3.321039935610315E+001	-4.5507616E-001	-4.824102802604369E-002	2.1953341E-005	-4.5516759E-001	0
9.4860957E+003	3.341039935105073E+001	-4.5712009E-001	-4.818843101318127E-002	2.2027900E-005	-4.5716745E-001	0
9.5314824E+003	3.361039934599830E+001	-4.5918632E-001	-4.817575091166670E-002	2.2121645E-005	-4.5916748E-001	0
9.5912158E+003	3.381039934094588E+001	-4.6111158E-001	-4.807644562142177E-002	2.2168606E-005	-4.6116734E-001	0
9.6374707E+003	3.401039933589345E+001	-4.6316314E-001	-4.805857891321419E-002	2.2258962E-005	-4.6316734E-001	0
9.6837705E+003	3.421039933084103E+001	-4.6510306E-001	-4.802913024473532E-002	2.2338496E-005	-4.6516719E-001	0
9.7414609E+003	3.441039932578860E+001	-4.6708351E-001	-4.794799243448450E-002	2.2395718E-005	-4.6716717E-001	0
9.7919727E+003	3.461039932073618E+001	-4.6905172E-001	-4.790165680201933E-002	2.2468354E-005	-4.6916708E-001	0
9.8486963E+003	3.481039931568375E+001	-4.7106522E-001	-4.783021310257760E-002	2.2531151E-005	-4.7116703E-001	0
9.8924219E+003	3.501039931063133E+001	-4.7310829E-001	-4.782532380609816E-002	2.2626557E-005	-4.7316694E-001	0
9.9465176E+003	3.521039930557890E+001	-4.7507903E-001	-4.776335505757039E-002	2.2691369E-005	-4.7516689E-001	0
1.0006156E+004	3.541039930052648E+001	-4.7720164E-001	-4.769080208747506E-002	2.2758129E-005	-4.7716689E-001	0
1.0066643E+004	3.561039929547405E+001	-4.7910914E-001	-4.759373894708901E-002	2.2802595E-005	-4.7916675E-001	0
1.0116047E+004	3.581039929042163E+001	-4.8110494E-001	-4.755859271662288E-002	2.2880675E-005	-4.8116672E-001	0
1.0174394E+004	3.601039928536920E+001	-4.8309654E-001	-4.748160568807180E-002	2.2938199E-005	-4.8316658E-001	0
1.0240690E+004	3.621039928031678E+001	-4.8516470E-001	-4.737617229053415E-002	2.2985247E-005	-4.8516658E-001	0
1.0288863E+004	3.641039927526435E+001	-4.8713836E-001	-4.734618102000754E-002	2.3064142E-005	-4.8716646E-001	0
1.0337717E+004	3.661039927021193E+001	-4.8911926E-001	-4.731404937037142E-002	2.3142213E-005	-4.8916647E-001	0
1.0400436E+004	3.681039926515950E+001	-4.9111629E-001	-4.722074049265203E-002	2.3190874E-005	-4.9116632E-001	0
1.0456293E+004	3.701039926010708E+001	-4.9298450E-001	-4.714715916741541E-002	2.3242819E-005	-4.9316630E-001	0
1.0516143E+004	3.721029925505718E+001	-4.9504289E-001	-4.707456867620818E-002	2.3303930E-005	-4.9516556E-001	0
1.0582915E+004	3.741019925000728E+001	-4.9708825E-001	-4.697082328896285E-002	2.3348644E-005	-4.9716619E-001	0
1.0640109E+004	3.761019924495486E+001	-4.9913576E-001	-4.691077238043828E-002	2.3414845E-005	-4.9916604E-001	0
1.0708614E+004	3.781019923990243E+001	-5.0107211E-001	-4.679149986892051E-002	2.3445915E-005	-5.0116605E-001	0
1.0776046E+004	3.801019923485001E+001	-5.0305897E-001	-4.668307432993535E-002	2.3484339E-005	-5.0316596E-001	0
1.0833006E+004	3.821019922979758E+001	-5.0506335E-001	-4.662264370287661E-002	2.3547389E-005	-5.0516587E-001	0
1.0899168E+004	3.841019922474516E+001	-5.0706846E-001	-4.652359340838275E-002	2.3590646E-005	-5.0716585E-001	0
1.0962987E+004	3.861019921969273E+001	-5.0908858E-001	-4.643703143660394E-002	2.3640563E-005	-5.0916576E-001	0
1.1042379E+004	3.881019921464031E+001	-5.1109618E-001	-4.628496855848985E-002	2.3656070E-005	-5.1116568E-001	0
1.1095546E+004	3.901019920958788E+001	-5.1312083E-001	-4.624566066901410E-002	2.3729612E-005	-5.1316559E-001	0
1.1167772E+004	3.921019920453546E+001	-5.1514709E-001	-4.612800877888709E-002	2.3762710E-005	-5.1516557E-001	0
1.1233166E+004	3.941019919948303E+001	-5.1712143E-001	-4.603523458063813E-002	2.3805807E-005	-5.1716548E-001	0
1.1303955E+004	3.961019919443061E+001	-5.1913375E-001	-4.592496735654150E-002	2.3841201E-005	-5.1916546E-001	0
1.1373116E+004	3.981019918937818E+001	-5.2115494E-001	-4.582340747187685E-002	2.3881095E-005	-5.2116531E-001	0
1.1448493E+004	4.001019918432576E+001	-5.2310252E-001	-4.569182412164596E-002	2.3901508E-005	-5.2316535E-001	0
1.1507558E+004	4.021019917927333E+001	-5.2515680E-001	-4.563581701653208E-002	2.3965960E-005	-5.2516520E-001	0
1.1581026E+004	4.041019917422091E+001	-5.2713287E-001	-4.551693962151981E-002	2.3993474E-005	-5.2716517E-001	0
1.1656257E+004	4.061019916916848E+001	-5.2908576E-001	-4.539070723397770E-002	2.4015577E-005	-5.2916503E-001	0
1.1724784E+004	4.081019916411606E+001	-5.3116024E-001	-4.530234783576370E-002	2.4062805E-005	-5.3116500E-001	0
1.1805235E+004	4.101019915906363E+001	-5.3307575E-001	-4.515587793485742E-002	2.4071504E-005	-5.3316486E-001	0
1.1879875E+004	4.121019915401121E+001	-5.3515804E-001	-4.504744661364773E-002	2.4107503E-005	-5.3516489E-001	0
1.1954556E+004	4.141019914895878E+001	-5.3709078E-001	-4.492770576170624E-002	2.4130257E-005	-5.3716481E-001	0
1.2011611E+004	4.161019914390636E+001	-5.3906274E-001	-4.487847011032675E-002	2.4192312E-005	-5.3916478E-001	0
1.2177949E+004	4.183019913834869E+001	-5.4131824E-001	-4.445068814257358E-002	2.4061968E-005	-5.4136461E-001	0
1.2357090E+004	4.205019913279102E+001	-5.4352361E-001	-4.398475757318543E-002	2.3906754E-005	-5.4356462E-001	0
1.2448015E+004	4.225019912773860E+001	-5.4547524E-001	-4.382025897386743E-002	2.3902867E-005	-5.4556453E-001	0
1.2520775E+004	4.245019912268617E+001	-5.4749775E-001	-4.372714258875066E-002	2.3940513E-005	-5.4756451E-001	0
1.2591873E+004	4.265019911763375E+001	-5.4946160E-001	-4.363620831961634E-002	2.3976421E-005	-5.4956436E-001	0
1.2658933E+004	4.285019911258132E+001	-5.5151784E-001	-4.356748402111266E-002	2.4028244E-005	-5.5156434E-001	0
1.2750869E+004	4.305019910752890E+001	-5.5344957E-001	-4.340485075082254E-002	2.4022396E-005	-5.5356443E-001	0
1.2823923E+004	4.324999910248152E+001	-5.5556071E-001	-4.332221376095097E-002	2.4068120E-005	-5.5556399E-001	0
1.2899363E+004	4.344999909742910E+001	-5.5751735E-001	-4.322053154174429E-002	2.4096196E-005	-5.5756414E-001	0
1.2971939E+004	4.364999909237667E+001	-5.5954540E-001	-4.313506108002269E-002	2.4136025E-005	-5.5956405E-001	0
1.3056373E+004	4.384999908732425E+001	-5.6148440E-001	-4.300462363880175E-002	2.4146426E-005	-5.6156403E-001	0
1.3136550E+004	4.404999908227182E+001	-5.6352967E-001	-4.289784326134649E-002	2.4174207E-005	-5.6356394E-001	0
1.3193394E+004	4.424999907721940E+001	-5.6552839E-001	-4.286451258642768E-002	2.4241099E-005	-5.6556380E-001	0
1.3287823E+004	4.444999907216697E+001	-5.6745911E-001	-4.270519778742760E-002	2.4233454E-005	-5.6756377E-001	0
1.3374032E+004	4.464999906711455E+001	-5.6949419E-001	-4.258208679586492E-002	2.4250250E-005	-5.6956375E-001	0
1.3439637E+004	4.484999906206212E+001	-5.7151431E-001	-4.252453409283163E-002	2.4303379E-005	-5.7156366E-001	0
1.3530944E+004	4.504999905700970E+001	-5.7350117E-001	-4.238441670783355E-002	2.4307512E-005	-5.7356364E-001	0
1.3582613E+004	4.524999905195727E+001	-5.7553250E-001	-4.237273715826100E-002	2.4386887E-005	-5.7556349E-001	0
1.3668818E+004	4.544999904690485E+001	-5.7757437E-001	-4.225488730585891E-002	2.4405341E-005	-5.7756346E-001	0
1.3754355E+004	4.564999904185242E+001	-5.7958323E-001	-4.213815926291187E-002	2.4422570E-005	-5.7956338E-001	0
1.3820152E+004	4.584999903680000E+001	-5.8149517E-001	-4.207588651939764E-002	2.4466925E-005	-5.8156335E-001	0
1.3898933E+004	4.604999903174757E+001	-5.8356309E-001	-4.198618121777797E-002	2.4501585E-005	-5.8356321E-001	0
1.3984403E+004	4.624999902669515E+001	-5.8555323E-001	-4.187187838712331E-002	2.4518213E-005	-5.8556318E-001	0
1.4033314E+004	4.644999902164273E+001	-5.8756959E-001	-4.186962236457048E-002	2.4601317E-005	-5.8756304E-001	0
